,season,year,month,holiday,weekday,weather,temperature,humidity,windspeed
61,1,0,3,0,5,2,0.261667,0.610417,0.203346
62,1,0,3,0,6,2,0.384167,0.789167,0.251871
63,1,0,3,0,0,2,0.376522,0.948261,0.343287
64,1,0,3,0,1,1,0.261739,0.551304,0.341352
65,1,0,3,0,2,1,0.2925,0.420833,0.12065
66,1,0,3,0,3,2,0.295833,0.775417,0.22015
67,1,0,3,0,4,3,0.389091,0.0,0.261877
68,1,0,3,0,5,2,0.316522,0.649565,0.23297
69,1,0,3,0,6,1,0.329167,0.594583,0.220775
70,1,0,3,0,0,1,0.384348,0.527391,0.270604
71,1,0,3,0,1,1,0.325217,0.496957,0.136926
72,1,0,3,0,2,2,0.317391,0.655652,0.184309
73,1,0,3,0,3,2,0.365217,0.776522,0.203117
74,1,0,3,0,4,1,0.415,0.602917,0.209579
75,1,0,3,0,5,1,0.54,0.525217,0.231017
76,1,0,3,0,6,1,0.4725,0.379167,0.368167
77,1,0,3,0,0,1,0.3325,0.47375,0.207721
78,2,0,3,0,1,2,0.430435,0.737391,0.288783
79,2,0,3,0,2,1,0.441667,0.624583,0.22575
80,2,0,3,0,3,2,0.346957,0.839565,0.234261
81,2,0,3,0,4,2,0.285,0.805833,0.243787
82,2,0,3,0,5,1,0.264167,0.495,0.230725
83,2,0,3,0,6,1,0.265833,0.394167,0.209571
84,2,0,3,0,0,2,0.253043,0.493913,0.1843
85,2,0,3,0,1,1,0.264348,0.302174,0.212204
86,2,0,3,0,2,1,0.3025,0.314167,0.226996
87,2,0,3,0,3,2,0.3,0.646667,0.172888
88,2,0,3,0,4,3,0.268333,0.918333,0.217646
89,2,0,4,0,5,2,0.3,0.68625,0.258708
90,2,0,4,0,6,2,0.315,0.65375,0.197146
91,2,0,4,0,0,1,0.378333,0.48,0.182213
92,2,0,4,0,1,1,0.573333,0.42625,0.385571
93,2,0,4,0,2,2,0.414167,0.642083,0.388067
94,2,0,4,0,3,1,0.390833,0.470833,0.263063
95,2,0,4,0,4,1,0.4375,0.602917,0.162312
96,2,0,4,0,5,2,0.335833,0.83625,0.226992
97,2,0,4,0,6,2,0.3425,0.8775,0.133083
98,2,0,4,0,0,2,0.426667,0.8575,0.146767
99,2,0,4,0,1,2,0.595652,0.716956,0.324474
100,2,0,4,0,2,2,0.5025,0.739167,0.274879
101,2,0,4,0,3,2,0.4125,0.819167,0.250617
102,2,0,4,0,4,1,0.4675,0.540417,0.1107
103,2,0,4,1,5,1,0.446667,0.67125,0.226375
104,2,0,4,0,6,3,0.430833,0.888333,0.340808
105,2,0,4,0,0,1,0.456667,0.479583,0.303496
106,2,0,4,0,1,1,0.5125,0.5425,0.163567
107,2,0,4,0,2,2,0.505833,0.665833,0.157971
108,2,0,4,0,3,1,0.595,0.614167,0.241925
109,2,0,4,0,4,1,0.459167,0.407083,0.325258
110,2,0,4,0,5,2,0.336667,0.729583,0.219521
111,2,0,4,0,6,2,0.46,0.887917,0.230725
112,2,0,4,0,0,2,0.581667,0.810833,0.192175
113,2,0,4,0,1,1,0.606667,0.776667,0.185333
114,2,0,4,0,2,1,0.631667,0.729167,0.3265
115,2,0,4,0,3,2,0.62,0.835417,0.3122
116,2,0,4,0,4,2,0.6175,0.700833,0.320908
117,2,0,4,0,5,1,0.51,0.457083,0.240063
118,2,0,4,0,6,1,0.4725,0.503333,0.235075
119,2,0,5,0,0,2,0.451667,0.762083,0.106354
120,2,0,5,0,1,2,0.549167,0.73,0.183454
121,2,0,5,0,2,2,0.616667,0.697083,0.342667
122,2,0,5,0,3,2,0.414167,0.737083,0.328996
123,2,0,5,0,4,1,0.459167,0.444167,0.295392
124,2,0,5,0,5,1,0.479167,0.59,0.228246
125,2,0,5,0,6,1,0.52,0.54125,0.16045
126,2,0,5,0,0,1,0.528333,0.631667,0.0746375
127,2,0,5,0,1,1,0.5325,0.58875,0.176
128,2,0,5,0,2,1,0.5325,0.489167,0.115671
129,2,0,5,0,3,1,0.5425,0.632917,0.120642
130,2,0,5,0,4,1,0.535,0.7475,0.189667
131,2,0,5,0,5,2,0.5125,0.863333,0.179725
132,2,0,5,0,6,2,0.520833,0.9225,0.13495
133,2,0,5,0,0,2,0.5625,0.867083,0.152979
134,2,0,5,0,1,1,0.5775,0.787917,0.126871
135,2,0,5,0,2,2,0.561667,0.837917,0.277354
136,2,0,5,0,3,2,0.55,0.87,0.201492
137,2,0,5,0,4,2,0.530833,0.829583,0.108213
138,2,0,5,0,5,1,0.536667,0.719583,0.125013
139,2,0,5,0,6,1,0.6025,0.626667,0.12065
140,2,0,5,0,0,1,0.604167,0.749583,0.148008
141,2,0,5,0,1,2,0.631667,0.81,0.233842
142,2,0,5,0,2,2,0.66,0.740833,0.207092
143,2,0,5,0,3,1,0.660833,0.69625,0.154233
144,2,0,5,0,4,1,0.708333,0.6775,0.199642
145,2,0,5,0,5,1,0.681667,0.65375,0.240679
146,2,0,5,0,6,1,0.655833,0.729583,0.230092
147,2,0,5,0,0,1,0.6675,0.81875,0.213938
148,2,0,5,1,1,1,0.733333,0.685,0.131225
149,2,0,5,0,2,1,0.775,0.636667,0.111329
150,2,0,6,0,3,2,0.764167,0.677083,0.207092
151,2,0,6,0,4,1,0.715,0.305,0.292287
152,2,0,6,0,5,1,0.62,0.354167,0.253121
153,2,0,6,0,6,1,0.635,0.45625,0.123142
154,2,0,6,0,0,2,0.648333,0.6525,0.138692
155,2,0,6,0,1,1,0.678333,0.6,0.121896
156,2,0,6,0,2,1,0.7075,0.597917,0.187808
157,2,0,6,0,3,1,0.775833,0.622083,0.136817
158,2,0,6,0,4,2,0.808333,0.568333,0.149883
159,2,0,6,0,5,1,0.755,0.605,0.140554
160,2,0,6,0,6,1,0.725,0.654583,0.15485
161,2,0,6,0,0,1,0.6925,0.747917,0.163567
162,2,0,6,0,1,1,0.635,0.494583,0.30535
163,2,0,6,0,2,1,0.604167,0.507083,0.269283
164,2,0,6,0,3,1,0.626667,0.471667,0.167912
165,2,0,6,0,4,2,0.628333,0.688333,0.206471
166,2,0,6,0,5,1,0.649167,0.735833,0.143029
167,2,0,6,0,6,1,0.696667,0.670417,0.119408
168,2,0,6,0,0,2,0.699167,0.666667,0.102
169,2,0,6,0,1,2,0.635,0.74625,0.155475
170,3,0,6,0,2,2,0.680833,0.770417,0.171025
171,3,0,6,0,3,1,0.733333,0.7075,0.172262
172,3,0,6,0,4,2,0.728333,0.703333,0.238804
173,3,0,6,0,5,1,0.724167,0.573333,0.222025
174,3,0,6,0,6,1,0.695,0.483333,0.209571
175,3,0,6,0,0,1,0.68,0.513333,0.0945333
176,3,0,6,0,1,2,0.6825,0.658333,0.107588
177,3,0,6,0,2,1,0.744167,0.634167,0.144283
178,3,0,6,0,3,1,0.728333,0.497917,0.261821
179,3,0,6,0,4,1,0.696667,0.434167,0.185312
180,3,0,7,0,5,1,0.7225,0.39625,0.102608
181,3,0,7,0,6,1,0.738333,0.444583,0.115062
182,3,0,7,0,0,2,0.716667,0.6825,0.228858
183,3,0,7,1,1,2,0.726667,0.637917,0.0814792
184,3,0,7,0,2,1,0.746667,0.590417,0.126258
185,3,0,7,0,3,1,0.72,0.743333,0.149883
186,3,0,7,0,4,1,0.75,0.65125,0.1592
187,3,0,7,0,5,2,0.709167,0.757917,0.225129
188,3,0,7,0,6,1,0.733333,0.609167,0.167912
189,3,0,7,0,0,1,0.7475,0.578333,0.183471
190,3,0,7,0,1,1,0.7625,0.635833,0.282337
191,3,0,7,0,2,1,0.794167,0.559167,0.200254
192,3,0,7,0,3,1,0.746667,0.631667,0.146133
193,3,0,7,0,4,1,0.680833,0.47625,0.240667
194,3,0,7,0,5,1,0.663333,0.59125,0.182833
195,3,0,7,0,6,1,0.686667,0.585,0.208342
196,3,0,7,0,0,1,0.719167,0.604167,0.245033
197,3,0,7,0,1,1,0.746667,0.65125,0.215804
198,3,0,7,0,2,1,0.776667,0.650417,0.1306
199,3,0,7,0,3,1,0.768333,0.707083,0.113817
200,3,0,7,0,4,2,0.815,0.69125,0.222021
201,3,0,7,0,5,1,0.848333,0.580417,0.1331
202,3,0,7,0,6,1,0.849167,0.5,0.131221
203,3,0,7,0,0,1,0.83,0.550833,0.169171
204,3,0,7,0,1,1,0.743333,0.757083,0.0908083
205,3,0,7,0,2,1,0.771667,0.540833,0.200258
206,3,0,7,0,3,1,0.775,0.402917,0.183463
207,3,0,7,0,4,1,0.779167,0.583333,0.178479
208,3,0,7,0,5,1,0.838333,0.5425,0.174138
209,3,0,7,0,6,1,0.804167,0.465833,0.168537
210,3,0,7,0,0,1,0.805833,0.480833,0.164813
211,3,0,8,0,1,1,0.771667,0.550833,0.156717
212,3,0,8,0,2,1,0.783333,0.49125,0.20585
213,3,0,8,0,3,2,0.731667,0.6575,0.135583
214,3,0,8,0,4,2,0.71,0.7575,0.19715
215,3,0,8,0,5,1,0.710833,0.630833,0.184696
216,3,0,8,0,6,2,0.716667,0.755,0.22825
217,3,0,8,0,0,1,0.7425,0.752917,0.201487
218,3,0,8,0,1,1,0.765,0.592083,0.192175
219,3,0,8,0,2,1,0.775,0.570417,0.151121
220,3,0,8,0,3,1,0.766667,0.424167,0.200258
221,3,0,8,0,4,1,0.7175,0.42375,0.164796
222,3,0,8,0,5,1,0.708333,0.415,0.125621
223,3,0,8,0,6,2,0.685833,0.729583,0.211454
224,3,0,8,0,0,2,0.676667,0.8175,0.222633
225,3,0,8,0,1,1,0.665833,0.712083,0.208954
226,3,0,8,0,2,1,0.700833,0.578333,0.236329
227,3,0,8,0,3,1,0.723333,0.575417,0.143667
228,3,0,8,0,4,1,0.711667,0.654583,0.233208
229,3,0,8,0,5,2,0.685,0.722917,0.139308
230,3,0,8,0,6,1,0.6975,0.674167,0.104467
231,3,0,8,0,0,1,0.710833,0.77,0.248754
232,3,0,8,0,1,1,0.691667,0.47,0.27675
233,3,0,8,0,2,1,0.640833,0.455417,0.146763
234,3,0,8,0,3,1,0.673333,0.605,0.253108
235,3,0,8,0,4,2,0.684167,0.771667,0.210833
236,3,0,8,0,5,1,0.7,0.76125,0.0839625
237,3,0,8,0,6,2,0.68,0.85,0.375617
238,3,0,8,0,0,1,0.707059,0.561765,0.304659
239,3,0,8,0,1,1,0.636667,0.554583,0.159825
240,3,0,8,0,2,1,0.639167,0.548333,0.125008
241,3,0,8,0,3,1,0.656667,0.597917,0.0833333
242,3,0,9,0,4,1,0.655,0.639167,0.141796
243,3,0,9,0,5,2,0.643333,0.727083,0.139929
244,3,0,9,0,6,1,0.669167,0.716667,0.185325
245,3,0,9,0,0,1,0.709167,0.742083,0.206467
246,3,0,9,1,1,2,0.673333,0.790417,0.212696
247,3,0,9,0,2,3,0.54,0.886957,0.343943
248,3,0,9,0,3,3,0.599167,0.917083,0.0970208
249,3,0,9,0,4,3,0.633913,0.939565,0.192748
250,3,0,9,0,5,2,0.65,0.897917,0.124379
251,3,0,9,0,6,1,0.66,0.75375,0.153608
252,3,0,9,0,0,1,0.653333,0.71375,0.115054
253,3,0,9,0,1,1,0.644348,0.692174,0.088913
254,3,0,9,0,2,1,0.650833,0.7125,0.141804
255,3,0,9,0,3,1,0.673333,0.697083,0.1673
256,3,0,9,0,4,2,0.5775,0.709167,0.271146
257,3,0,9,0,5,2,0.469167,0.590417,0.164183
258,3,0,9,0,6,2,0.491667,0.718333,0.189675
259,3,0,9,0,0,1,0.5075,0.695,0.178483
260,3,0,9,0,1,2,0.549167,0.69,0.151742
261,3,0,9,0,2,2,0.561667,0.88125,0.134954
262,3,0,9,0,3,2,0.595,0.9,0.0964042
263,3,0,9,0,4,2,0.628333,0.902083,0.128125
264,4,0,9,0,5,2,0.609167,0.9725,0.0783667
265,4,0,9,0,6,2,0.606667,0.8625,0.0783833
266,4,0,9,0,0,2,0.634167,0.845,0.0503792
267,4,0,9,0,1,2,0.649167,0.848333,0.1107
268,4,0,9,0,2,2,0.636667,0.885417,0.118171
269,4,0,9,0,3,2,0.635,0.84875,0.148629
270,4,0,9,0,4,1,0.616667,0.699167,0.172883
271,4,0,9,0,5,1,0.564167,0.6475,0.206475
272,4,0,10,0,6,2,0.41,0.75375,0.292296
273,4,0,10,0,0,2,0.356667,0.791667,0.222013
274,4,0,10,0,1,2,0.384167,0.760833,0.0833458
275,4,0,10,0,2,1,0.484167,0.71,0.205854
276,4,0,10,0,3,1,0.538333,0.647917,0.17725
277,4,0,10,0,4,1,0.494167,0.620833,0.134954
278,4,0,10,0,5,1,0.510833,0.684167,0.0223917
279,4,0,10,0,6,1,0.521667,0.70125,0.0454042
280,4,0,10,0,0,1,0.540833,0.7275,0.06345
281,4,0,10,1,1,1,0.570833,0.73375,0.0423042
282,4,0,10,0,2,2,0.566667,0.80875,0.143042
283,4,0,10,0,3,3,0.543333,0.90625,0.24815
284,4,0,10,0,4,2,0.589167,0.896667,0.141787
285,4,0,10,0,5,2,0.550833,0.71625,0.223883
286,4,0,10,0,6,1,0.506667,0.483333,0.258083
287,4,0,10,0,0,1,0.511667,0.486667,0.281717
288,4,0,10,0,1,1,0.534167,0.579583,0.175379
289,4,0,10,0,3,3,0.541739,0.895217,0.243339
290,4,0,10,0,4,1,0.475833,0.63625,0.422275
291,4,0,10,0,5,1,0.4275,0.574167,0.221396
292,4,0,10,0,6,1,0.4225,0.629167,0.0926667
293,4,0,10,0,0,1,0.421667,0.74125,0.0995125
294,4,0,10,0,1,1,0.463333,0.772083,0.118792
295,4,0,10,0,2,1,0.471667,0.622917,0.166658
296,4,0,10,0,3,2,0.484167,0.720417,0.148642
297,4,0,10,0,4,2,0.47,0.812917,0.197763
298,4,0,10,0,5,2,0.330833,0.585833,0.229479
299,4,0,10,0,6,3,0.254167,0.8825,0.351371
300,4,0,10,0,0,1,0.319167,0.62375,0.176617
301,4,0,10,0,1,1,0.34,0.703333,0.10635
302,4,0,11,0,2,1,0.400833,0.68375,0.135571
303,4,0,11,0,3,1,0.3775,0.71875,0.0820917
304,4,0,11,0,4,1,0.408333,0.702083,0.136817
305,4,0,11,0,5,2,0.403333,0.6225,0.271779
306,4,0,11,0,6,1,0.326667,0.519167,0.189062
307,4,0,11,0,0,1,0.348333,0.734583,0.0920542
308,4,0,11,0,1,1,0.395,0.75875,0.057225
309,4,0,11,0,2,1,0.408333,0.721667,0.0690375
310,4,0,11,0,3,1,0.4,0.758333,0.0621958
311,4,0,11,0,4,2,0.38,0.813333,0.189067
312,4,0,11,1,5,1,0.324167,0.44625,0.314675
313,4,0,11,0,6,1,0.356667,0.552917,0.212062
314,4,0,11,0,0,1,0.440833,0.458333,0.281721
315,4,0,11,0,1,1,0.53,0.587083,0.306596
316,4,0,11,0,2,2,0.53,0.68875,0.199633
317,4,0,11,0,3,3,0.456667,0.93,0.136829
318,4,0,11,0,4,2,0.341667,0.575833,0.305362
319,4,0,11,0,5,1,0.274167,0.41,0.168533
320,4,0,11,0,6,1,0.329167,0.502083,0.224496
321,4,0,11,0,0,2,0.463333,0.684583,0.18595
322,4,0,11,0,1,3,0.4475,0.91,0.138054
323,4,0,11,0,2,3,0.416667,0.9625,0.118792
324,4,0,11,0,3,2,0.440833,0.757917,0.335825
325,4,0,11,1,4,1,0.373333,0.549167,0.167304
326,4,0,11,0,5,1,0.375,0.64375,0.0988958
327,4,0,11,0,6,1,0.375833,0.681667,0.0684208
328,4,0,11,0,0,1,0.459167,0.698333,0.208954
329,4,0,11,0,1,1,0.503478,0.743043,0.142122
330,4,0,11,0,2,2,0.458333,0.830833,0.258092
331,4,0,11,0,3,1,0.325,0.613333,0.271158
332,4,0,12,0,4,1,0.3125,0.524583,0.220158
333,4,0,12,0,5,1,0.314167,0.625833,0.100754
334,4,0,12,0,6,1,0.299167,0.612917,0.0957833
335,4,0,12,0,0,1,0.330833,0.775833,0.0839583
336,4,0,12,0,1,2,0.385833,0.827083,0.0622083
337,4,0,12,0,2,3,0.4625,0.949583,0.232583
338,4,0,12,0,3,3,0.41,0.970417,0.266175
339,4,0,12,0,4,1,0.265833,0.58,0.240058
340,4,0,12,0,5,1,0.290833,0.695833,0.0827167
341,4,0,12,0,6,1,0.275,0.5075,0.233221
342,4,0,12,0,0,1,0.220833,0.49,0.0665417
343,4,0,12,0,1,1,0.238333,0.670833,0.06345
344,4,0,12,0,2,1,0.2825,0.59,0.14055
345,4,0,12,0,3,2,0.3175,0.66375,0.0609583
346,4,0,12,0,4,2,0.4225,0.634167,0.268042
347,4,0,12,0,5,2,0.375,0.500417,0.260575
348,4,0,12,0,6,2,0.258333,0.560833,0.243167
349,4,0,12,0,0,1,0.238333,0.58625,0.169779
350,4,0,12,0,1,1,0.276667,0.6375,0.172896
351,4,0,12,0,2,2,0.385833,0.595417,0.0615708
352,1,0,12,0,3,2,0.428333,0.858333,0.2214
353,1,0,12,0,4,2,0.423333,0.7575,0.047275
354,1,0,12,0,5,1,0.373333,0.68625,0.274246
355,1,0,12,0,6,1,0.3025,0.5425,0.190304
356,1,0,12,0,0,1,0.274783,0.681304,0.155091
357,1,0,12,1,1,1,0.321739,0.506957,0.239465
358,1,0,12,0,2,2,0.325,0.7625,0.18845
359,1,0,12,0,3,1,0.29913,0.503913,0.293961
360,1,0,12,0,4,1,0.248333,0.574167,0.119412
361,1,0,12,0,5,1,0.311667,0.636667,0.134337
362,1,0,12,0,6,1,0.41,0.615833,0.220154
363,1,1,1,0,0,1,0.37,0.6925,0.192167
364,1,1,1,1,1,1,0.273043,0.381304,0.329665
365,1,1,1,0,2,1,0.15,0.44125,0.365671
366,1,1,1,0,3,2,0.1075,0.414583,0.1847
367,1,1,1,0,4,1,0.265833,0.524167,0.129987
368,1,1,1,0,5,1,0.334167,0.542083,0.167908
369,1,1,1,0,6,1,0.393333,0.531667,0.174758
370,1,1,1,0,0,1,0.3375,0.465,0.191542
371,1,1,1,0,1,2,0.224167,0.701667,0.0989
372,1,1,1,0,2,1,0.308696,0.646522,0.187552
373,1,1,1,0,3,2,0.274167,0.8475,0.131221
374,1,1,1,0,4,2,0.3825,0.802917,0.180967
375,1,1,1,0,5,1,0.274167,0.5075,0.378108
376,1,1,1,0,6,1,0.18,0.4575,0.187183
377,1,1,1,0,0,1,0.166667,0.419167,0.251258
378,1,1,1,0,2,2,0.373043,0.716087,0.34913
379,1,1,1,0,3,1,0.303333,0.443333,0.415429
380,1,1,1,0,4,1,0.19,0.4975,0.220158
381,1,1,1,0,5,2,0.2175,0.45,0.20275
382,1,1,1,0,6,2,0.173333,0.83125,0.222642
383,1,1,1,0,0,2,0.1625,0.79625,0.199638
384,1,1,1,0,1,2,0.218333,0.91125,0.110708
385,1,1,1,0,2,1,0.3425,0.835833,0.123767
386,1,1,1,0,3,1,0.294167,0.64375,0.161071
387,1,1,1,0,4,2,0.341667,0.769583,0.0733958
388,1,1,1,0,5,2,0.425,0.74125,0.342667
389,1,1,1,0,6,1,0.315833,0.543333,0.210829
390,1,1,1,0,0,1,0.2825,0.31125,0.24005
391,1,1,1,0,1,1,0.269167,0.400833,0.215792
392,1,1,1,0,2,1,0.39,0.416667,0.261817
393,1,1,2,0,3,1,0.469167,0.507917,0.189067
394,1,1,2,0,4,2,0.399167,0.672917,0.187187
395,1,1,2,0,5,1,0.313333,0.526667,0.178496
396,1,1,2,0,6,2,0.264167,0.779583,0.121896
397,1,1,2,0,0,2,0.265833,0.687917,0.175996
398,1,1,2,0,1,1,0.282609,0.622174,0.1538
399,1,1,2,0,2,1,0.354167,0.49625,0.147379
400,1,1,2,0,3,2,0.256667,0.722917,0.133721
401,1,1,2,0,4,1,0.265,0.562083,0.194037
402,1,1,2,0,6,3,0.224167,0.73125,0.289796
403,1,1,2,0,0,1,0.1275,0.464583,0.409212
404,1,1,2,0,1,1,0.2225,0.41125,0.167283
405,1,1,2,0,2,2,0.319167,0.50875,0.141179
406,1,1,2,0,3,1,0.348333,0.53125,0.1816
407,1,1,2,0,4,2,0.316667,0.752917,0.091425
408,1,1,2,0,5,1,0.343333,0.634583,0.205846
409,1,1,2,0,6,1,0.346667,0.534583,0.190929
410,1,1,2,0,0,2,0.28,0.515833,0.253112
411,1,1,2,1,1,1,0.28,0.507826,0.229083
412,1,1,2,0,2,1,0.287826,0.594348,0.205717
413,1,1,2,0,3,1,0.395833,0.567917,0.234471
414,1,1,2,0,5,2,0.4075,0.7375,0.237567
415,1,1,2,0,6,1,0.290833,0.395833,0.421642
416,1,1,2,0,0,1,0.279167,0.41,0.205229
417,1,1,2,0,1,1,0.366667,0.490833,0.268033
418,1,1,2,0,2,1,0.359167,0.395833,0.193417
419,1,1,2,0,3,2,0.344348,0.804783,0.179117
420,1,1,3,0,4,1,0.485833,0.615417,0.226987
421,1,1,3,0,5,2,0.353333,0.657083,0.144904
422,1,1,3,0,6,2,0.414167,0.62125,0.161079
423,1,1,3,0,0,1,0.325833,0.403333,0.334571
424,1,1,3,0,1,1,0.243333,0.50625,0.228858
425,1,1,3,0,4,1,0.5275,0.5675,0.441563
426,1,1,3,0,5,2,0.410833,0.407083,0.4148
427,1,1,3,0,6,1,0.2875,0.350417,0.22575
428,1,1,3,0,0,1,0.361739,0.476957,0.222587
429,1,1,3,0,1,1,0.466667,0.489167,0.207713
430,1,1,3,0,2,1,0.565,0.6175,0.23695
431,1,1,3,0,3,1,0.5725,0.507083,0.115062
432,1,1,3,0,4,1,0.5575,0.579583,0.149883
433,1,1,3,0,5,2,0.435833,0.842083,0.113192
434,1,1,3,0,6,2,0.514167,0.755833,0.110704
435,1,1,3,0,0,2,0.4725,0.81,0.126883
436,1,1,3,0,1,1,0.545,0.72875,0.162317
437,1,1,3,0,2,1,0.560833,0.807917,0.121271
438,2,1,3,0,3,2,0.531667,0.82125,0.0895583
439,2,1,3,0,4,1,0.554167,0.83125,0.117562
440,2,1,3,0,5,2,0.601667,0.694167,0.1163
441,2,1,3,0,6,2,0.5025,0.885417,0.192783
442,2,1,3,0,0,2,0.4375,0.880833,0.220775
443,2,1,3,0,1,1,0.445833,0.477917,0.386821
444,2,1,3,0,2,1,0.323333,0.29,0.187192
445,2,1,3,0,3,1,0.484167,0.48125,0.291671
446,2,1,3,0,4,1,0.494167,0.439167,0.31965
447,2,1,3,0,5,2,0.37,0.580833,0.138067
448,2,1,3,0,6,2,0.424167,0.738333,0.250617
449,2,1,4,0,0,2,0.425833,0.67625,0.172267
450,2,1,4,0,1,1,0.433913,0.504348,0.312139
451,2,1,4,0,2,1,0.466667,0.396667,0.100133
452,2,1,4,0,3,1,0.541667,0.469583,0.180975
453,2,1,4,0,4,1,0.435,0.374167,0.219529
454,2,1,4,0,5,1,0.403333,0.377083,0.300388
455,2,1,4,0,6,1,0.4375,0.254167,0.274871
456,2,1,4,0,0,1,0.5,0.275833,0.232596
457,2,1,4,0,1,1,0.489167,0.3175,0.358196
458,2,1,4,0,2,1,0.446667,0.435,0.249375
459,2,1,4,0,3,1,0.348696,0.469565,0.295274
460,2,1,4,0,4,1,0.3975,0.46625,0.290429
461,2,1,4,0,5,1,0.4425,0.408333,0.155471
462,2,1,4,0,6,1,0.495,0.502917,0.190917
463,2,1,4,0,0,1,0.606667,0.507917,0.225129
464,2,1,4,1,1,1,0.664167,0.561667,0.284829
465,2,1,4,0,2,1,0.608333,0.390417,0.273629
466,2,1,4,0,3,2,0.463333,0.569167,0.167912
467,2,1,4,0,4,1,0.498333,0.6125,0.0659292
468,2,1,4,0,5,1,0.526667,0.694583,0.149871
469,2,1,4,0,6,1,0.57,0.682917,0.283587
470,2,1,4,0,0,3,0.396667,0.835417,0.344546
471,2,1,4,0,1,2,0.321667,0.766667,0.303496
472,2,1,4,0,2,1,0.413333,0.454167,0.249383
473,2,1,4,0,3,1,0.476667,0.427917,0.118792
474,2,1,4,0,4,2,0.498333,0.756667,0.176625
475,2,1,4,0,5,1,0.4575,0.400833,0.347633
476,2,1,4,0,6,2,0.376667,0.489583,0.129975
477,2,1,4,0,0,1,0.458333,0.587083,0.116908
478,2,1,4,0,1,2,0.464167,0.57,0.171638
479,2,1,5,0,2,2,0.613333,0.659583,0.156096
480,2,1,5,0,3,1,0.564167,0.797083,0.138058
481,2,1,5,0,4,2,0.56,0.768333,0.133696
482,2,1,5,0,5,1,0.6275,0.735417,0.162938
